Abk;Kurzname;Ländercode;Locationcode;Gültig ab
DDT;Demitz-Thumitz;DE;12131;2008-12-14
LDK;Demker;DE;12133;2011-02-05
WDM;Demmin;DE;12134;2008-12-14
XNDH;Den Haag C;;;
XNDHH;Den Haag HS;;;
XNDL;Den Helder;;;
XBDL;Denderleeuw;;;
MDKL;Denklingen/Schw;DE;12136;2008-12-14
SDBO;Densborn;DE;12139;2008-12-14
RDZ;Denzlingen;DE;12140;2008-12-14
WDN;Dergenthin;DE;12143;2008-12-14
XQD;Derince;;;
KDEK;Derkum;DE;12145;2008-12-14
KDEA;Dernau;DE;12147;2008-12-14
KDEB;Dernbach/Westerw;DE;12148;2008-12-14
HDBG;Derneburg (Han);DE;12149;2008-12-14
XVDE;Derome;;;
XTDS;Desenice;;;
XIDS;Desenzano G S;;;
XIDE;Desio;;;
XTDE;Desna;;;
XTDEP;Desna-Pustinska;;;
XTDER;Desna-Riedl vila;;;
LDME;Dessau Abus Werk;DE;12151;2011-02-01
LDAD;Dessau Adria;DE;12152;2008-12-14
LDWG;Dessau DB-Gr;DE;12153;2008-12-14
LD  G;Dessau Gbf;DE;12154;2008-12-14
LD;Dessau Hbf;DE;12155;2008-12-14
LDWM;Dessau Kreisbaub;DE;12156;2011-02-01
LDS;Dessau Süd;DE;12158;2010-12-05
LDWB;Dessau Waggonbau;DE;12159;2008-12-14
LDAL;Dessau-Alten;DE;12161;2008-12-14
LDBR;Dessauer Brücke;DE;14339;2008-12-14
LDMO;Dessau-Mosigkau;DE;12162;2008-12-14
WD;Dessow (Mark);;;
XTDT;Destinice;;;
HDTL;Dethlingen;;;
EDTM;Detmold;DE;12164;2008-12-14
NDEB;Dettelbach Bf;DE;12165;2008-12-14
TDH;Dettenhausen;;;
FDET;Dettingen (Main);DE;12166;2008-12-14
TDT;Dettingen (Teck);DE;12167;2011-12-11
TDTUF;Dettingen Freib;;;
TDTUG;Dettingen Gsaidt;;;
TDTUL;Dettingen Lehen;;;
TDTU;Dettingen Mitte.;;;
TDTW;Dettingen(E)Wigg;;;
HDEM;Dettum;DE;12169;2008-12-14
XFDEE;Dettwiller;;;
LDB;Deuben (b Zeitz);DE;12170;2011-07-21
NDN;Deuerling;DE;12171;2008-12-14
EDSN;Deusen    /Dortm;DE;12371;2008-12-14
EDEU;Deuten;DE;12173;2008-12-14
ADEV;Deutsch Evern;DE;12174;2008-12-14
DDB;Deutschenbora;DE;12176;2008-12-14
LDTZ;Deutzen;DE;12177;2008-12-14
EDEZ;Deuz (Kr Siegen);;;
XUD;Deva;;;
XMDV;Devecser;;;
XNDV;Deventer;;;
XFDE;Deville l Rouen;;;
XYDN;DevinskaNovaVes;;;
EDFD;Dfd    /Dortmund;DE;12340;2008-12-14
KDFL;D-Flingern;DE;12556;2008-12-14
KDFS;D-Friedrichstadt;DE;12557;2008-12-14
KDGA;D-Garath;DE;12558;2008-12-14
KDGG;D-Gerresh DB-Gr;DE;12560;2008-12-14
KDGE;D-Gerresheim;DE;12559;2008-12-14
KDGR;D-Grafenberg;DE;12561;2008-12-14
KDHL;D-Hellerhof;DE;12563;2008-12-14
XGDK;Diakofto;;;
LKZU;Diamant-Zuckfabr;DE;15796;2008-12-14
XIDM;Diano Marina;;;
HDHB;Dibbersen(b Brm);;;
KDSH;Dickscheheide;;;
NDIE;Diebach;DE;12178;2008-12-14
ADT;Diebsteich;DE;14385;2008-12-14
FDI;Dieburg;DE;12179;2008-12-14
RBTD;Diedelsheim;DE;12180;2010-12-12
BDDF;Diedersdorf;DE;12181;2008-12-14
MDID;Diedorf (Schwab);DE;12182;2008-12-14
HDI;Diekholzen;DE;12184;2008-12-14
XLDK;Diekirch;;;
XFDM;Diemeringen;;;
XBDBK;Diepenbeek;;;
BACO;Diepensee C;DE;12186;2011-12-11
HDIP;Diepholz;DE;12187;2008-12-14
KDI;Dieringhausen;DE;12189;2008-12-14
LDI;Dieskau;DE;12191;2008-12-14
MDIN;Dießen;DE;12192;2008-12-14
XSDH;Diessenhofen;;;
XSDHS;Diessenhofen   S;;;
EDTD;Diestedde;;;
FDIE;Dietershan;DE;12193;2008-12-14
NDT;Dietersheim;DE;12194;2008-12-14
MDF;Dietfurt (Rott);DE;12195;2008-12-14
XSD;Dietlikon;;;
MDRD;Dietmannsried;DE;12199;2008-12-14
RVLD;Dietrich;DE;20607;2008-12-14
RDB;Dietzelbach;;;
FDZ;Dietzenbach Bf;DE;12200;2008-12-14
FDZM;Dietzenb-Mitte;DE;12201;2008-12-14
FDZS;Dietzenb-Steinb;DE;12202;2008-12-14
UDN;Dietzhausen;DE;12203;2008-12-14
XFDI;Dieulouard;;;
FDIZ;Diez;DE;12204;2008-12-14
FDIO;Diez Ost;DE;12205;2008-12-14
FQDI;Diez Ost RP/HE;DE;12206;2008-12-14
XLDI;Differdange;;;
XFD;Dijon;;;
XFDP;Dijon Perrigny;;;
XFDN;Dijon PN;;;
XGD;Dikea;;;
SDLAP;Dill Ford W 211;DE;12215;2008-12-14
SDLAF;Dill Ford W 221;DE;12216;2008-12-14
SDLAR;Dill Ford/Röderb;DE;12217;2008-12-14
SDLOA;Dill Ost W 202;DE;12225;2008-12-14
SDLOB;Dill Ost W 203;DE;12226;2008-12-14
SDLOC;Dill Ost W 205;DE;12227;2008-12-14
SDLR;Dill Röderberg;DE;12228;2008-12-14
SDLZ;Dill Zentralkok;DE;12230;2008-12-14
SDLH;Dill.Hochofen Hü;DE;12222;2008-12-14
FDBT;Dillbrecht;DE;12208;2008-12-14
FDST;Dillenb Stahlw;DE;12211;2008-12-14
FDILS;Dillenbg Stw Ds;DE;12212;2008-12-14
FDIL;Dillenburg;DE;12209;2008-12-14
SDFG;Dilling DB/Ford;DE;12218;2009-01-08
SDL;Dillingen (Saar);DE;12214;2008-12-14
SDHG;Dillingen DB/DHS;DE;12231;2011-12-10
SDLG;Dillingen DB/Mei;DE;12233;2008-12-14
SDZG;Dillingen DB/ZKS;DE;12232;2012-09-07
SDLF;Dillingen Ford;DE;12221;2009-12-13
SDLS;Dillingen Süd;DE;12229;2008-12-14
MDIL;Dillingen/Donau;DE;12213;2008-12-14
XJDI;Dimitrovgrad  RS;;;
EDGD;Dingden;DE;12235;2010-12-12
XVDI;Dingle;;;
MDIF;Dingolfing;DE;12238;2008-12-14
MARM;Dinkelsb Rettenm;DE;12242;2009-02-11
MDKB;Dinkelsbühl;DE;12241;2010-07-01
MDKS;Dinkelscherben;DE;12243;2008-12-14
EDIN;Dinslaken;DE;12244;2009-12-01
XLDR;Dippach-Reckange;;;
BDIR;Dippmannsdorf;;;
SDIR;Dirmingen;DE;12248;2008-12-14
HDRG;Dissen-B R DB-Gr;DE;12251;2008-12-14
HDBR;Dissen-Bad Roth;DE;12249;2008-12-14
TDIH;Distelhausen;DE;12252;2012-12-09
LDT;Ditfurt;DE;12253;2008-12-14
XIDI;Dittaino;;;
NDI;Dittenbrunn;DE;12254;2008-12-14
DDIF;Dittersbach(bFr);DE;12256;2008-12-14
DDF;Dittersdorf;DE;12257;2008-12-14
TDM;Dittigheim;DE;12258;2012-12-09
XKDI;Ditton;;;
TDI;Ditzingen;DE;12259;2008-12-14
XZDV;Divaca;;;
XRDJ;Djaletovci;;;
ZUDJ;Djankoi;;;
ZADP;Djorce Petrov;;;
ZUDD;Dneprodzerjinsk;;;
ZUD;Dnepropetrovsk;;;
XCDN;Dno;;;
EDGM;Do Germania;DE;12346;2008-12-14
EDMB;Do Möllerbrücke;DE;12350;2008-12-14
EDWH;Do Signal Iduna;DE;12354;2008-12-14
EDST;Do Stadthaus;DE;12356;2009-08-05
EDTP;Do Tierpark;DE;12358;2008-12-14
EDUV;Do Universität;DE;12359;2008-12-14
EDWS;Do Westerholz;;;
EDOZ;Do Zinkhütte;DE;12362;2011-12-11
EDAP;Do-Aplerbeck;DE;12363;2008-12-14
EDAU;Do-Aplerbeck Süd;DE;12364;2008-12-14
EDAS;Do-Asseln;DE;12365;2008-12-14
EDAM;Do-Asseln Mitte;DE;12366;2008-12-14
XIDT;Dobbiaco/Toblach;;;
DDEG;Döbeln DB-Gr;DE;12260;2013-02-27
DDE;Döbeln Hbf;DE;12261;2008-12-14
DDEZ;Döbeln Zentrum;DE;12262;2013-04-01
KDOB;D-Oberbilk;DE;12564;2008-12-14
LDO;Döberitz;DE;12263;2008-12-14
BDKO;Doberlug-K ob Bf;DE;12267;2008-12-14
BDKU;Doberlug-K untBf;DE;12268;2008-12-14
BDKN;Doberlug-Kh Nord;DE;12266;2008-12-14
LDOB;Doberschütz;DE;12270;2008-12-14
XTDB;Dobesov;;;
ZBDO;Doboj;;;
XZD;Dobova;;;
XZXDO;Dobova Gr HR;;;
EDBH;Do-Bövinghausen;DE;12368;2008-12-14
XTDF;Dobra u Fry-Mist;;;
SDOD;Dockweiler-Dreis;DE;12271;2008-12-14
LDF;Dodendorf;DE;12272;2008-12-14
AKTKD;dodenhof;;;
EDDP;Do-Dorstfeld;DE;12372;2013-01-01
EDDS;Do-Dorstfeld Süd;DE;12377;2008-12-14
XDDS;Doestrup Sdrj;;;
RDRN;Dogern;DE;12273;2008-12-14
RDGN;Döggingen;DE;12274;2008-12-14
NDAU;Döhlau;;;
HDLE;Döhle;;;
DDO;Dohna (Sachs);DE;12276;2008-12-14
EDOH;Do-Huckarde;DE;12381;2008-12-14
EDHU;Do-Huckarde Nord;DE;12382;2008-12-14
EDHK;Do-Huckarde Süd;DE;12383;2008-12-14
EDKD;Do-Kirchderne;DE;12384;2008-12-14
EDKH;Do-Kirchhörde;DE;12385;2008-12-14
EDKK;Do-Knappschaft;DE;12349;2008-12-14
EDWK;Do-Körne West;DE;12390;2008-12-14
EDKA;Do-Kruckel Awan;DE;12392;2008-12-14
XTDK;Doksy;;;
XFDO;Dole;;;
XBDG;Dolhain-Gileppe;;;
XKDM;Dollands Moor;;;
HDOG;Dollbergen;DE;12280;2008-12-14
ADR;Dollern;DE;12281;2008-12-14
MDO;Dollnstein;DE;12282;2008-12-14
UDST;Döllstädt;DE;12283;2008-12-14
XPDOO;Dolna Odra;;;
XTDH;Dolni Habartice;;;
XTDD;Dolni Podluzi;;;
XTDPO;Dolni Polubny;;;
XTDA;Dolni Poustevna;;;
XTDR;Dolni Radoun;;;
XTDZV;Dolni Zandov;;;
XTDL;Dolni Zleb;;;
XTDZ;Dolni Zleb zast;;;
EDLH;Do-Löttringhsn;DE;12395;2008-12-14
EDLN;Do-Lütgend Nord;DE;12400;2008-12-14
EDLS;Do-Lütgendortm H;DE;12397;2008-12-14
EDLU;Do-Lütgendtm Gbf;DE;12398;2008-12-14
EOBD;Dom;DE;17936;2008-12-14
EDMR;Do-Marten;DE;12401;2008-12-14
EDMS;Do-Marten Süd;DE;12402;2008-12-14
XTDO;Domazlice;;;
XODB;Dombas;;;
NDB;Dombühl;DE;12285;2008-12-14
NDBG;Dombühl DB-Gr;DE;12286;2011-12-11
XIDSA;Domegliara S.A.;;;
XFDF;Domfessel;;;
XTDI;Domina;;;
XLDM;Dommeldange;;;
XVDN;Domnarvet;;;
LDN;Domnitz (Saalkr);DE;12289;2008-12-14
XID;Domodossola;;;
XTDM;Domousice;;;
WDS;Domsühl;DE;12291;2008-12-14
RDO;Donaueschingen;DE;12292;2008-12-14
MDT;Donauwörth;DE;12297;2008-12-14
EDOO;Do-Nette/Oestr;DE;12405;2009-08-05
XCDG;Donguzskaia;;;
XRDK;Donji Kraljevec;;;
UDO;Donndorf (Unstr);DE;12298;2009-02-04
EDOE;Do-Obereving;DE;12406;2009-10-01
EDOEF;Do-Obereving Oef;DE;12408;2008-12-14
XPDOP;Dopiewo;;;
KDOA;Dora;DE;12525;2008-12-14
EDRA;Do-Rahm;DE;12410;2009-10-01
EDRZ;Do-Rahm Üst;DE;12411;2011-12-11
XNDO;Dordrecht;;;
EDTH;Dörenthe;;;
HDTP;Dörentrup;;;
WMK;Dorf Mecklenburg;DE;12300;2008-12-14
DDCH;Dorfchemnitz;DE;12301;2008-12-14
MDFN;Dorfen Bahnhof;DE;12302;2008-12-14
XADG;Dorfgastein;;;
NDOE;Dörfles-Esbach;DE;12305;2008-12-14
HDMK;Dorfmark;DE;12308;2008-12-14
NDP;Dorfprozelten;DE;12309;2008-12-14
FDH;Dorheim (Wett);DE;12310;2008-12-14
KDO;Dormagen;DE;12312;2009-12-01
KDBWN;Dormagen Chemp N;DE;12314;2013-12-15
KDBW;Dormagen Chemp S;DE;12313;2013-12-15
XIDL;Dormeletto;;;
KDOH;Dornap-Hahnenf;;;
XADO;Dornbirn;;;
XADS;Dornbirn-Schoren;;;
UDG;Dornburg (Saale);DE;12315;2008-12-14
LDH;Dornreichenbach;DE;12318;2008-12-14
TDS;Dornstetten;DE;12319;2008-12-14
XPDO;Dorohusk;;;
XPXDO;Dorohusk Gr UA;;;
XPDOG;Dorohusk Granica;;;
HDOP;Dörpen;DE;12322;2010-08-01
HDPH;Dörpen Hp;DE;21580;2014-02-01
HLE;Dörpen-Lehe;DE;12323;2008-12-14
UDOE;Dörrberg;DE;12324;2008-12-14
KDOS;Dorsfeld;DE;12326;2008-12-14
EDRN;Dorsten;DE;12327;2008-12-14
LDST;Dörstewitz;DE;12328;2009-01-07
EDDPB;Dorstfeld;DE;12373;2009-12-13
EDDPO;Dorstfeld Ost;DE;12376;2008-12-14
EDFW;Dorstfeld West;DE;12378;2008-12-14
EDDPH;Dorstfeld(hoch);DE;12374;2008-12-14
EDDPT;Dorstfeld(tief);DE;12375;2008-12-14
FDW;Dortelweil;DE;12329;2008-12-14
EDOB;Dortmund Bbf;DE;12333;2008-12-14
EDFB;Dortmund Flm;DE;12342;2008-12-14
EDOG;Dortmund Gbf;DE;12343;2008-12-14
EDO;Dortmund Hbf;DE;12348;2010-10-01
EDND;Dortmund Nord;;;
EDSD;Dortmund Stockh;;;
EDOS;Dortmund Süd;DE;12357;2008-12-14
EDW;Dortmund West;DE;12361;2009-12-13
EDBA;Dortmund-Barop;DE;12367;2008-12-14
EDBK;Dortmund-Brackel;DE;12369;2008-12-14
EDD;Dortmund-Derne;DE;12370;2008-12-14
EDMF;Dortmunderfeld;DE;12341;2008-12-14
EDEV;Dortmund-Eving;DE;12379;2008-12-14
EDH;Dortmund-Hörde;DE;12380;2013-01-01
EDK;Dortmund-Kley;DE;12386;2008-12-14
EDKO;Dortmund-Körne;DE;12388;2008-12-14
EDKR;Dortmund-Kruckel;DE;12391;2008-12-14
EDKU;Dortmund-Kurl;DE;12393;2008-12-14
EDMG;Dortmund-Mengede;DE;12403;2013-01-01
EDOP;Dortmund-Oespel;DE;12409;2008-12-14
EDSO;Dortmund-Sölde;DE;12414;2008-12-14
EDWI;Dortmund-Wickede;DE;12417;2008-12-14
ADO;Dorum;DE;12420;2008-12-14
HDVD;Dörverden;DE;12421;2008-12-14
TDZB;Dörzbach;;;
EDSH;Do-Scharnhorst;DE;12412;2013-01-01
EDSM;Do-Somborn;DE;12415;2008-12-14
RDOS;Dossenh.(Bergst);;;
WDOW;Dossow (Prign);DE;12422;2008-12-14
NDM;Dottenheim;DE;12423;2008-12-14
TDOD;Dotternhsn-Dorm;DE;12424;2008-12-24
XSDO;Dottikon-Din;;;
XFDR;Dourges;;;
XFDRD;Dourges Delta 3;;;
XKDE;Dover ED;;;
XKDP;Dover Priory;;;
XKD;Dover WD;;;
XODV;Dovre;;;
EDOF;Do-Westerfilde;DE;12416;2008-12-14
EDWW;Do-Wickede West;DE;12418;2008-12-14
EDOL;Do-Wischlingen;DE;12419;2008-12-14
AWHOD;Dradenau;;;
XWDR;Dragoman;;;
BDF;Drahnsdorf;DE;12425;2008-12-14
LDRG;Drahtzug;;;
XGDM;Drama;;;
XODM;Drammen;;;
XODR;Drangedal;;;
KDRM;D-Rath Mitte;DE;12567;2008-12-14
XLDF;Drauffelt;;;
FBUSS;Dr-Buchschlag Hp;DE;12435;2008-12-14
DKTF;Dre Flughafen;DE;12449;2008-12-14
DFS;Dre Freibg Str;DE;12450;2008-12-14
DHFR;Dre Freibge Bstg;DE;12451;2010-12-12
HDRB;Drebber;DE;12430;2008-12-14
BDR;Drebkau;DE;12431;2008-12-14
DCTA;Dre-Cotta Bft;DE;12460;2008-12-14
DCT;Dre-Cotta Bstg;DE;12459;2009-12-13
DD;Dre-Dobritz;DE;12461;2008-12-14
DF;Dre-Friedrichst;DE;12462;2008-12-14
DGI;Dre-Gittersee;DE;12465;2008-12-14
LDAH;Drei Annen Hohne;;;
FBUS;Dreieich-Buchsch;DE;12432;2008-12-14
FDCH;Dreieich-Dreichh;DE;12436;2008-12-14
FGOZ;Dreieich-Götzenh;DE;12437;2008-12-14
FOFF;Dreieich-Offenth;DE;12438;2008-12-14
FSPO;Dreieich-Sprendl;DE;12439;2008-12-14
FWED;Dreieich-Weibelf;DE;12440;2008-12-14
FOHS;Dreikirchen;DE;12441;2008-12-14
LDD;Dreileben-Drack;DE;12442;2008-12-14
KDRE;D-Reisholz;DE;12568;2008-12-14
KDRA;D-Reisholz Abzw;DE;12569;2008-12-14
KDRH;D-Reisholz Hp;DE;12570;2008-12-14
KDREF;D-Reisholz Rgf;DE;12571;2008-12-14
KDREN;D-Reisholz Rn;DE;12572;2008-12-14
EDTO;Dreis-Tiefenb O;;;
EDTF;Dreis-Tiefenbach;;;
DKT B;Dre-Klotzsch Bbf;DE;12469;2008-12-14
DKT;Dre-Klotzsche;DE;12468;2008-12-14
DN;Dre-Neustadt;DE;12470;2008-12-14
DNG;Dre-Neustadt Gbf;DE;12472;2008-12-14
DNSH;Dre-Nieders Bstg;DE;12477;2010-12-12
DNS;Dre-Niedersedl;DE;12476;2008-12-14
EDRS;Drensteinfurt;DE;12445;2008-12-14
HDRE;Drentwede;DE;12446;2008-12-14
DPS;Dre-Pieschen;DE;12479;2008-12-14
DPSA;Dre-Pieschen Abz;DE;12480;2008-12-14
DPL;Dre-Plauen;DE;12481;2008-12-14
DRKA;Dre-Reick Abstbf;DE;12483;2009-11-04
DDRE;Dresden;DE;12447;2008-12-14
DGRS;Dresden Grenzstr;DE;12452;2008-12-14
DH;Dresden Hbf;DE;12453;2008-12-14
DIG;Dresden Ind-gel.;DE;12454;2008-12-14
DM;Dresden Mitte;DE;12455;2008-12-14
DA;Dresden-Altstadt;DE;12458;2008-12-14
DKE;Dresden-Kemnitz;DE;12466;2008-12-14
DRK;Dresden-Reick;DE;12482;2008-12-14
DZSW;Dresden-Zschachw;DE;12488;2009-12-13
DSTT;Dre-Stetzsch;DE;12485;2008-12-14
DSTH;Dre-Strehlen;DE;12486;2008-12-14
DTR;Dre-Trachau;DE;12487;2008-12-14
WDRE;Drewin;DE;12490;2012-06-10
HDRY;Dreye;DE;12491;2008-12-14
HQDR;Dreye NI/HB;DE;12492;2008-12-14
XUDT;Drobeta Turnu-S;;;
WDH;Drögeheide;DE;20294;2008-12-14
HDRD;Drögennindorf;;;
ZUDR;Drogobych;;;
LDM;Drohnd-Mehringen;DE;12494;2008-12-14
HDRO;Drohne;DE;12495;2008-12-14
XNDR;Dronten;;;
DDN;Drosen;;;
XPDR;Drzewce;;;
EDHG;Du Hafen DB-Gr;DE;12579;2008-12-14
EHKM;Du Hütte K/M;DE;12585;2008-12-14
EDHM;Du Mannesmann;DE;12588;2008-12-14
EDSL;Du Schlenk;DE;12590;2008-12-14
EDBG;Du-Beeck Gbf;DE;12597;2008-12-14
ZUDU;Dubno;;;
EDBU;Du-Buchholz;DE;12598;2008-12-14
EDBZ;Du-Buchholz Abzw;DE;12599;2008-12-14
XTDU;Duchcov;;;
WDU;Ducherow;DE;12499;2008-12-14
KDUK;Duckterath;DE;12500;2008-12-14
XLDB;Dudelange-Burang;;;
XLDC;Dudelange-Centre;;;
XLDU;Dudelange-Usines;;;
XLDV;Dudelange-Ville;;;
FDUU;Dudenhofen;DE;12501;2008-12-14
EDUI;Du-Duissern;DE;12600;2008-12-14
SDUW;Dudweiler;DE;12503;2008-12-14
XFDU;Dugny;;;
XRDS;Dugo Selo;;;
EDGR;Du-Großenbaum;DE;12601;2008-12-14
EDHZ;Du-Hochf S Abzw;DE;12605;2008-12-14
EDHN;Du-Hochfeld Nord;;;
EDHDH;Du-Hochfeld S Hf;DE;12607;2008-12-14
EDHP;Du-Hochfeld S Hp;DE;12604;2008-12-14
EDHDO;Du-Hochfeld S Vb;DE;12608;2008-12-14
EDHD;Du-Hochfeld Süd;DE;12603;2008-12-14
EDHA;Duisburg Hafen;DE;12578;2008-12-14
EDG;Duisburg Hbf;DE;12580;2009-12-01
EDHB;Duisburg-Hamborn;DE;12602;2009-12-01
EDRM;Duisburg-Rahm;DE;12615;2008-12-14
EDRU;Duisburg-Ruhrort;DE;12616;2008-12-14
EDWD;Duisburg-Wedau;DE;12623;2008-12-14
XNDN;Duiven B r o;;;
XNDU;Duivendrecht;;;
KDUL;Dülken;DE;12504;2012-03-01
EDUL;Dülmen;DE;12505;2008-12-14
EDULH;Dülmen (hoch);DE;12506;2008-12-14
EDMO;DU-Meiderich Ost;DE;12609;2008-12-14
EDME;Du-Meiderich Süd;DE;12610;2008-12-14
XMDF;Dunai Finomito;;;
XYDS;Dunajska Streda;;;
XMDU;Dunaujvaros;;;
XODU;Dunderland;;;
XFDK;Dunkerque;;;
XFDW;Dunkerque Pt Oue;;;
HDUS;Dünsen;;;
KDU;D-Unterrath;DE;12573;2008-12-14
EDOM;Du-Obermeiderich;DE;12614;2008-12-14
XWDU;Dupnica;;;
MDUH;Durach;DE;12630;2008-12-14
XRDV;Durdevac;;;
KDN;Düren;DE;12508;2008-12-14
KDNG;Düren Im Gr Tal;;;
KDN P;Düren Pbf;DE;12510;2008-12-14
KDN G;Düren Vorbf;DE;12511;2008-12-14
RDRM;Durmersheim;DE;12631;2008-12-14
RDUN;Durmersheim Nord;DE;12632;2010-12-12
RDBG;Dürrenbüchig;DE;12513;2008-12-24
MDZ;Dürrenzimmern;DE;12514;2009-02-11
DDHG;Dürrhennd DB-Gr;DE;12516;2008-12-14
DDH;Dürrhennersdorf;DE;12515;2009-06-20
MDHR;Dürrnhaar;DE;12517;2008-12-14
DRR;Dürrröhrsdorf;DE;12518;2008-12-14
KDUR;Dürscheven;DE;12519;2008-12-14
EDRH;Du-Ruhrort Hafen;DE;12617;2009-12-01
KD;Düsseldorf Hbf;DE;12534;2008-12-14
KD  N;Düsseldorf Nordk;DE;12535;2008-12-14
KDZ;Düsseldorf Zoo;DE;12544;2008-12-14
KDE;Düsseldorf-Eller;DE;12553;2008-12-14
KDHA;Düsseldorf-Hamm;DE;12562;2008-12-14
KDR;Düsseldorf-Rath;DE;12566;2008-12-14
TDU;Dußlingen;DE;12633;2008-12-14
FDTH;Dutenhofen/Wetz;DE;12635;2008-12-14
WDT;Dütschow;DE;12576;2008-12-14
EDWM;Du-Wanheim;DE;12622;2008-12-14
EDBI;Du-Wedau Bissing;DE;12625;2008-12-14
EDEF;Du-Wedau Entenf;DE;12626;2008-12-14
EDWDO;Du-Wedau Ostgr;DE;12627;2008-12-14
EDWDP;Du-Wedau Pbf;DE;12628;2008-12-14
EDWDS;Du-Wedau Südbg;DE;12629;2008-12-14
KWST;D-Wersten;DE;12575;2008-12-14
EDYK;Dyckerhoff;DE;13724;2008-12-14
XDDY;Dyreby;;;
XPDZA;Dzialoszyn;;;
XPDZ;Dziewoklicz;;;
XPDZI;Dzikowice;;;
EE  U;E Burggrafenstr;DE;13039;2008-12-14
EEKB;E Zollverein N;DE;13048;2009-12-13
XFEB;Ebange;;;
XKEI;Ebbsfleet Int;;;
UEE;Ebeleben;DE;12636;2009-01-30
NEE;Ebelsbach-Eltm;DE;12638;2008-12-14
XAEB;Eben im Pongau;;;
XAEF;Ebenfurth;;;
NEBH;Ebenhausen(Ufr);DE;12639;2008-12-14
MEBH;Ebenhofen;DE;12641;2008-12-14
MEBS;Ebenhsn-Schäftl;DE;12640;2008-12-14
NED;Ebensfeld;DE;12642;2008-12-14
REA;Eberbach;DE;12644;2008-12-14
EEBE;E-Bergeborbeck;DE;13050;2008-12-14
NEBM;Ebermannstadt;DE;12648;2008-12-14
MEBM;Ebermergen;DE;12649;2008-12-14
NEB;Ebern Hp;DE;12651;2008-12-14
TEC;Ebersbach (Fils);DE;12653;2008-12-14
DXE;Ebersbach Grenze;DE;12655;2008-12-14
DEB;Ebersbach(Sachs);DE;12654;2008-12-14
MEG;Ebersberg/Obb;DE;12657;2008-12-14
DEBR;Ebersbrunn;DE;12658;2008-12-14
NEC;Ebersdorf (Cobg);DE;12659;2008-12-14
UEFF;Ebersdorf-Fries;DE;12660;2008-12-14
XFEH;Ebersheim;;;
WE;Eberswalde Hbf;DE;12662;2008-12-14
RET;Ebertsheim;DE;12665;2008-12-14
NEG;Ebing;DE;12667;2008-12-14
EEBB;E-Borbeck;DE;13051;2008-12-14
EEBS;E-Borbeck Süd;DE;13052;2008-12-14
REBR;Ebringen;DE;12669;2008-12-14
HEBS;Ebstorf/KrUelzen;DE;12670;2008-12-14
AECH;Echem;DE;12671;2008-12-14
MEC;Eching;DE;12672;2008-12-14
XNET;Echteld B r;;;
TETD;Echterdingen;DE;12673;2008-12-14
FEZL;Echzell;DE;12674;2008-12-14
UEK;Eckardtsleben;DE;12675;2008-12-14
UEC;Eckartsberga;DE;12676;2008-12-19
TEI;Eckartshsn-Ilshf;DE;12677;2008-12-14
AEC;Eckernförde;DE;12678;2010-08-01
NEMN;Eckersmühlen;DE;12679;2008-12-14
XVE;Ed;;;
FED;Eddersheim;DE;12680;2008-12-14
XBED;Ede           BE;;;
XNE;Ede Centrum;;;
TED;Edelfingen;DE;12681;2012-12-09
EEDZ;E-Dellwig;DE;13054;2008-12-14
EEDO;E-Dellwig Ost;DE;13056;2008-12-14
REK;Edenkoben;DE;12684;2010-03-01
REKG;Edenkoben Gillet;DE;12686;2010-12-22
FEDN;Ederbringhausen;DE;12687;2013-02-15
KEDR;Ederen;;;
FGRF;Edermünde-Grifte;DE;12688;2008-12-14
HEDM;Edesheim (L);DE;12690;2008-12-14
HEDS;Edesheim (L) Süd;DE;12692;2009-02-14
REH;Edesheim (Pfalz);DE;12693;2008-12-14
XNEW;Ede-Wageningen;;;
ZIET;Edgeworthstown;;;
SEE;Ediger-Eller;DE;12694;2008-12-14
RED;Edingen (Baden);;;
FEDI;Edingen(Kr Wetz);DE;12695;2008-12-14
XQED;Edirne;;;
DKR;Edle Krone;DE;14963;2008-12-14
MEDL;Edling;DE;12696;2008-12-14
XNEH;Eemshaven;;;
KEKW;Eff Kiebitzweg;;;
UEFT;Effelder (Thür);DE;12698;2008-12-14
KEFF;Efferen;;;
FEF;Effolderbach;DE;12699;2008-12-14
XSEK;Effretikon;;;
REF;Efringen-Kirchen;DE;12700;2008-12-14
FEGB;Egelsbach;DE;12703;2008-12-14
XME;Eger;;;
NEGE;Egersdorf;DE;12704;2008-12-14
XOES;Egersund;;;
HEGL;Egestorf (Lüneb);;;
HEGT;Egestorf/Deister;DE;12705;2008-12-14
MEGF;Eggenfelden;DE;12706;2008-12-14
MEFM;Eggenfelden M;DE;12707;2008-12-20
EGG;Egger;DE;11706;2010-12-12
LEGD;Eggersdorf;DE;12710;2008-12-14
WEGS;Eggesin;DE;12711;2008-12-14
RUEG;Eggingen;DE;12712;2008-05-04
MEGK;Egglkofen;DE;12713;2008-12-14
MEGM;Eggmühl;DE;12714;2008-12-14
NEO;Eggolsheim;DE;12715;2008-12-14
NENG;Eging;DE;12717;2009-01-27
MEGL;Eglharting;DE;12718;2008-12-14
MELG;Egling;DE;12719;2008-12-14
XSEG;Eglisau;;;
XSEN;Egnach;;;
TEH;Ehingen (Donau);DE;12720;2008-12-14
EELB;Ehlenbruch;DE;12722;2008-12-14
HELH;Ehlershausen;DE;12723;2008-12-14
